"","x"
"3819","對我來說"
"3820","這種平等性是不符合我的性格的"
"3821","四肢健全的男子同這樣一個我"
"3822","都以同樣的資格受到歡迎"
"3823","這是我所不能容忍的"
"3824","我認為"
"3825","對我來說"
"3826","這是可怕的冒瀆"
"3827","假使忽視甚至無視我的X型腿這一條件"
"3828","那麼我的存在也就全然消失了"
"3829","就是說"
"3830","我也被你如今所抱有的恐懼所俘虜了"
"3831","為了全面承認我的條件"
"3832","我當然需要數倍於普通人的更多的籌劃"
"3833","我覺得人生也必須如此"
"3834","
    只要世界或我們的任何一方發生變化"
"3835","將我們和世界置於對立狀態的可怕的不滿"
"3836","就應該可以消除"
"3837","但是"
"3838","我憎恨幻想變化的夢想"
"3839","我討厭非同尋常的夢想"
"3840","然而鑽“假如世界變化"
"3841","我就不存在"
"3842","假如我變化"
"3843","世界也就不存在”這種理論式的牛角尖所獲得的確信"
"3844","反而會似是一種和解、一種融洽"
"3845","因為實事求是的我不會被人愛的這種思考"
"3846","與世界是不能共存的"
"3847","於是"
"3848","殘疾人最後落入的陷講"
"3849","不是消除對立狀態"
"3850","而是以全面承認對立狀態的形式出現"
"3851","這樣"
"3852","殘疾就是不治之症了……
    這時"
"3853","我處在青春期（我非常坦率地使用這種語言）"
"3854","在我的境遇中發生了一樁令人難以置信的事"
"3855","一施主的女兒"
"3856","其美貌聞名遐邇"
"3857","是神戶女校出身的富家千金"
"3858","一天她忽然向我表白愛慕之情"
"3859","我久久無法相信自己的耳朵"
"3860","
    多虧我的不幸"
"3861","使我擅長於洞察人的心理"
"3862","她並不是出於怪癖才這樣做"
"3863","我不能簡單地在同情中尋找她的愛的動機"
"3864","因為我深深地懂得她不會只是出於同情才愛我的"
"3865","根據我的猜測"
"3866","她愛的原因是出於她那非凡的自尊心"
"3867","她很懂得無比的艷美對於女人的價值"
"3868","所以她無法接受很有自信的求愛者"
"3869","她不能把自己的自尊與求愛著的自負放在同一天平上"
"3870","沒有什麼比所謂良緣使她感到更厭惡的了"
"3871","她終於潔跡地拒絕愛情上的所有平衡（在這一點上"
"3872","她是誠實的）而相中了我"
"3873","
    我的回答是符合慣例的"
"3874","也許你會笑我"
"3875","不過我沖著這個女子回答說"
"3876","“我不愛你"
"3877","”除此以外"
"3878","難道還能有別的回答嗎"
"3879","這個回答是誠實的"
"3880","毫無誇耀的意思"
"3881","面對著女子的表白"
"3882","假使我覺得奇貨可居而回答說“我也愛你”"
"3883","那就未免太滑稽"
"3884","也近乎悲劇了吧"
"3885","一個外形滑稽的男人"
"3886","是知道采取高明的方法來回送別人錯誤地把自己看成悲劇的"
"3887","因為他知道"
"3888","倘使讓別人看成悲劇"
"3889","那麼人家就不能放心地與自己交往了"
"3890","要不讓別人把自己看得很淒慘"
"3891","首先就要為別人的靈魂著想"
"3892","這是至關重要的"
"3893","因此"
"3894","我才敢干脆地說"
"3895","“我不愛你"
"3896","”
    女子並不畏縮"
"3897","她說我的回答是撒謊"
"3898","爾後值得提及的是"
"3899","她小心翼翼地試圖說服我"
"3900","而又不傷害我的自尊心"
"3901","對她來說"
"3902","竟有男人不愛她"
"3903","是出乎意料之外的"
"3904","倘使有這種男人"
"3905","也是他在欺騙他自己"
"3906","於是"
"3907","她對我做了一番大膽的精細分析"
"3908","終於認定我實際上早就愛上了她"
"3909","她很聰明"
"3910","假定她真的愛我"
"3911","那麼她就是愛上了一個手足無措的對象"
"3912","她計算過"
"3913","倘使把我的並不美的臉蛋說成是美"
"3914","就會讓我生氣"
"3915","倘使把我的X型的腿說成是美"
"3916","就會使我惱火"
"3917","倘使她愛的不是我的外表"
"3918","而是我的內在美"
"3919","就會引起我更大的憤怒"
"3920","因此"
"3921","她只是繼續說她“愛著”我"
"3922","並且通過對我內心所做的分析"
"3923","找出了與之相應的感情來"
"3924","
    對於這種不合理性"
"3925","我是無法接受的"
"3926","事實上"
"3927","我的欲望愈發強烈了"
"3928","但這種欲望並不是希望她與我結合"
"3929","假使她不愛別人而只愛我"
"3930","那麼就必須有將我從別人區別開來的個別因素"
"3931","這不是別的"
"3932","正是我生就的一雙X型的腿"
"3933","盡管她嘴裡沒說出來"
"3934","但她是愛著我的X型的腿的"
"3935","這種愛在我的思考裡是不可能的"
"3936","如果說"
"3937","我的個別性不是X型的腿"
"3938","而是其他"
"3939","也許愛是可能的"
"3940","然而"
"3941","倘使我承認X型的腿以外的我的個別性和我的存在理由"
"3942","那麼"
"3943","我就得補充地承認這種東西"
"3944","相應也得相互補充地承認他人的存在理由"
"3945","進而承認被包圍在世界之中的自己"
"3946","愛是不可能的"
"3947","她以為她是愛著我"
"3948","這也是一種錯覺"
"3949","我是不可能愛她的"
"3950","因此"
"3951","我反復地說"
"3952","“我不愛你"
"3953","”
    奇怪的是"
"3954","我越說"
"3955","“我不愛你”"
"3956","她就越發深深地沉溺在愛我的錯覺中"
"3957","於是"
"3958","一天晚上"
"3959","她終於大膽地委身在我的面前"
"3960","她的身體實在美到了極點"
"3961","但是"
"3962","我卻是個沒有性功能的人"
"3963","
    這樣的大失敗"
"3964","將所有問題都簡單地解決了"
"3965","她好不容易證實了我並“不愛”她"
"3966","她離開了我"
"3967","
    我感到羞恥"
"3968","但比起羞於X型的腿來"
"3969","任何羞恥都不足掛齒了"
"3970","令我狼狽的"
"3971","是另一件事"
"3972","我明白了我沒有性功能的原因"
"3973","那種場合我一想到自己的X型的膽即將接觸到她的美麗的趨時"
"3974","我就變得沒有性功能了"
"3975","這一發現"
"3976","使我確信我決不會被人愛而擁有的平安感從內部世界完全崩潰了"
"3977","
    為什麼呢"
"3978","因為那時候"
"3979","盡管我產生了一種不嚴肅的喜悅"
"3980","企圖通過欲望或這種欲望的完成"
"3981","來證實愛的不可能"
"3982","可是"
"3983","肉體卻背叛了它"
"3984","肉體扮演了我企圖以精神來做的事情"
"3985","我遇到矛盾了"
"3986","如果說不怕庸俗的表現"
"3987","那麼我就可以以不會被人愛的確信"
"3988","來夢見愛"
"3989","在最後階段我把欲望作為愛的替代而安心了"
"3990","可是"
"3991","我完全明白"
"3992","欲望本身要求我忘卻我的存在的條件"
"3993","要求我放棄我的愛的惟一難關－－即不會被人愛這樣一種堅定的信念"
"3994","由於我相信欲望這種東西是更加明晰的東西"
"3995","所以我並不認為它有必要夢見自己"
"3996","哪怕是一星半點"
"3997","
    從這時候起"
"3998","我關心肉體忽然有甚於關心精神"
"3999","但是"
"4000","自己不能化身為純粹的欲望"
"4001","只是夢幻而已"
"4002","仿佛成了一陣風"
"4003","成了從對面也看不見的存在"
"4004","而從這面則看到一切"
"4005","並輕而易舉地靠近對象"
"4006","全身撫愛對象"
"4007","最終悄然潛入其內部……當肉體覺醒的時候"
"4008","你可能會想像到一種具有一定質量的、不透明的、堅定的“東西”在覺醒"
"4009","不過"
"4010","我並不是這樣"
"4011","一個肉體、一個欲望的完成"
"4012","就是我成了透明的"
"4013","看不見的東西"
"4014","也就是成了風"
"4015","
    但是"
"4016","X型的腿會突然出來制止我"
"4017","只有這雙腿決不會變成透明的"
"4018","與其說它是腿"
"4019","莫如說是一種頑固的精神"
"4020","它作為比肉體更為堅定的“東西”而在那裡存在著"
"4021","
    人們也許會認為不借助鏡子就看不見自己"
"4022","殘疾人總是被迫在鼻子尖上掛著一面鏡子"
"4023","這面鏡子晝夜都映現著我的全身"
"4024","不可能忘卻"
"4025","因此"
"4026","對於我來說"
"4027","人世間所說的不安"
"4028","看起來類似兒戲"
"4029","這是沒有法子的"
"4030","我沒有不安"
"4031","我就是這樣存在著"
"4032","如同太陽、地球"
"4033","美麗的鳥兒和丑陋的鱷魚一樣地存在著"
"4034","這是千真萬確的"
"4035","世界宛如一座墓碑"
"4036","屹立不動"
"4037","
    我沒有任何不安"
"4038","沒有任何門路"
"4039","我從這裡開始了獨創的生活方式"
"4040","我為什麼而活著"
"4041","這種問題會使人感到不安"
"4042","甚至想要自殺"
"4043","我算不了什麼"
"4044","X型的腿是我生的條件、生的理由"
"4045","生的目的和生的理想……這就是生的本身"
"4046","光存在這一點"
"4047","對我就足夠了"
"4048","本來所謂存在的不安"
"4049","難道不正是由自己沒有充分地存在這種過分的不清而產生的嗎"
"4050","
    在自己的村子裡"
"4051","我注意到了一個孀居的老婦人"
"4052","有人說她六十歲"
"4053","也有人說她六十多歲"
"4054","她亡夫忌辰那天"
"4055","我代表父親前去誦經"
"4056","佛前只有老寡婦和我"
"4057","並無一個親戚"
"4058","時值夏季"
"4059","誦畢"
"4060","她在另一房間招待我喝茶"
"4061","我請求她讓我洗個澡"
"4062","老婦人替我沖洗了赤裸的背"
"4063","她像憐恤似地出神望著我的腿"
"4064","我內心便生起了一種企圖"
"4065","
    折回方才的房間後"
"4066","我一邊揩試身體"
"4067","一邊板著面孔開始說道"
"4068","我出世時"
"4069","佛祖托夢於我母親"
"4070","並告訴她這孩子成人後"
"4071","如果有女人衷心崇拜他的腳"
"4072","她就定能極樂往生了"
"4073","虔誠的寡婦手捻念珠"
"4074","定睛望著我眼睛在聽我的講述"
"4075","我信口念經"
"4076","然後將掛著念珠的手合在胸前"
"4077","活像一具死屍似地赤裸著身體仰躺了下來"
"4078","我會上雙眼"
"4079","嘴裡依然念念有詞"
"4080","
    可以想像我是怎樣強忍住笑的"
"4081","我心裡洋溢著笑"
"4082","我絲毫也沒有幻想我自己"
"4083","我知道"
"4084","老寡婦一邊念經"
"4085","一邊一個勁地膜拜我的腳"
"4086","我只顧思考著自己這雙被地膜拜的腳"
"4087","心裡覺得幾乎被這幾分滑稽所窒息"
"4088","X型的腿、X型的腿"
"4089","我只思想著它"
"4090","腦子裡只充塞著它"
"4091","它是奇形怪狀的"
"4092","它是處在極其丑陋的狀況"
"4093","它是荒謬的丑劇"
"4094","事實上"
"4095","連連叩頭的老寡婦的散發"
"4096","觸及了我的腳心"
"4097","那幾分癢勁愈發使我感到滑稽可笑了"
"4098","
    以前"
"4099","從接觸到那雙美麗的腿而成為沒有性功能的時候起"
"4100","我就覺得自己對欲望產生了一種誤解"
"4101","為什麼呢"
"4102","因為這時候"
"4103","處在這種丑惡的膜拜的最高潮"
"4104","我察覺自己很亢奮"
"4105","在對自己沒有絲毫幻想的情況下"
"4106","在這種最不可寬恕的狀態下"
"4107","
    我站起身來"
"4108","冷不防地把老寡婦撞倒了"
"4109","實是令人不可思議"
"4110","老寡婦似乎無暇思及驚愕了"
"4111","被撞倒以後"
"4112","她依然平靜地閉上雙目在繼續念經"
"4113","
    實在太奇怪了"
"4114","我還清楚地記得"
"4115","那時老寡婦所念的經"
"4116","就是大悲心陽羅尼的一節"
"4117","
    伊醯伊醯"
"4118","室那室那"
"4119","阿羅"
"4120","佛羅捨利"
"4121","罰沙罰"
"4122","
    佛羅捨耶"
"4123","
    正如你所知道的"
"4124","根據“解釋”"
"4125","它的意思是這樣的"
"4126","“請來供奉"
"4127","請來供奉"
"4128","毀滅貪婪、怒恨、牢騷三毒"
"4129","保持無垢的清淨的神體"
"4130","”
    出現在我眼前的"
"4131","是一個閉著雙目歡迎我的六十開外的女人"
"4132","地掛著一張沒有化妝的、被太陽曬得過黑的臉"
"4133","我的亢奮一點都沒有消失"
"4134","於是"
"4135","丑惡劇發展到了高峰"
"4136","我不知不覺地接受了誘惑……
    但是"
"4137","在文學上恐怕不能使用“不知不覺”的字眼吧"
"4138","我看到了所有的一切"
"4139","我清晰地看到了地獄的特色布滿每個角落"
"4140","而且是在黑暗之中"
"4141","
    老寡婦那張皺巴巴的臉"
"4142","既不美也不神聖"
"4143","但是"
"4144","在我心中沒有夢幻任何事物的狀態下"
"4145","她的丑陋和老朽仿佛給了我不斷的確實證據"
"4146","誰敢說在沒有一點夢幻的情況下"
"4147","觀看任何一個美女的容貌"
"4148","它不會變形為這個老寡婦的險呢"
"4149","我的X型的腿和這張臉……不錯"
"4150","觀看這些實像"
"4151","好歹支撐著我的肉體的亢奮"
"4152","我第一次以和睦的感情"
"4153","相信了自己的欲望"
"4154","而且"
"4155","我知道問題不在於如何縮小我和對象之間的距離"
"4156","而在於為了巧騙對象"
"4157","如何同對象保持醫離"
"4158","
    請看吧"
"4159","當時我從殘疾人停止在那裡同時也到達了那裡的理論"
"4160","和絕對不會招來不安的理論"
"4161","發明了我自己的情欲的理論"
